CVP,HYPOVOLEMIA,LVFAILURE,ERRLOWOUTPUT,HREKG,HRSAT,ANAPHYLAXIS,EXPCO2,MINVOL,PVSAT,PAP,SHUNT,PRESS,MINVOLSET,VENTTUBE,VENTALV,CATECHOL,CO
NORMAL,FALSE,FALSE,FALSE,LOW,LOW,FALSE,LOW,ZERO,LOW,NORMAL,NORMAL,HIGH,NORMAL,LOW,ZERO,NORMAL,NORMAL
NORMAL,FALSE,FALSE,FALSE,HIGH,HIGH,FALSE,LOW,ZERO,LOW,NORMAL,NORMAL,NORMAL,NORMAL,LOW,ZERO,HIGH,HIGH
NORMAL,FALSE,FALSE,FALSE,HIGH,HIGH,FALSE,LOW,ZERO,LOW,NORMAL,NORMAL,NORMAL,NORMAL,LOW,ZERO,HIGH,HIGH
NORMAL,FALSE,FALSE,FALSE,?,HIGH,FALSE,LOW,ZERO,NORMAL,NORMAL,NORMAL,NORMAL,NORMAL,LOW,ZERO,HIGH,HIGH
HIGH,TRUE,FALSE,FALSE,HIGH,?,FALSE,LOW,?,HIGH,NORMAL,?,HIGH,NORMAL,ZERO,HIGH,NORMAL,LOW
NORMAL,FALSE,FALSE,FALSE,LOW,LOW,FALSE,LOW,ZERO,?,NORMAL,NORMAL,?,?,ZERO,ZERO,HIGH,?
NORMAL,FALSE,FALSE,?,HIGH,HIGH,FALSE,LOW,ZERO,LOW,NORMAL,NORMAL,HIGH,NORMAL,LOW,ZERO,HIGH,HIGH
NORMAL,FALSE,FALSE,FALSE,HIGH,NORMAL,FALSE,LOW,HIGH,HIGH,NORMAL,NORMAL,HIGH,NORMAL,ZERO,HIGH,NORMAL,NORMAL
NORMAL,FALSE,FALSE,FALSE,HIGH,HIGH,FALSE,LOW,ZERO,LOW,NORMAL,NORMAL,LOW,NORMAL,LOW,ZERO,?,HIGH
NORMAL,FALSE,FALSE,FALSE,HIGH,HIGH,FALSE,ZERO,ZERO,HIGH,NORMAL,NORMAL,NORMAL,NORMAL,LOW,HIGH,HIGH,HIGH
HIGH,TRUE,FALSE,FALSE,HIGH,?,FALSE,LOW,ZERO,LOW,NORMAL,NORMAL,HIGH,NORMAL,LOW,ZERO,HIGH,LOW
HIGH,TRUE,FALSE,FALSE,LOW,LOW,?,LOW,HIGH,HIGH,?,NORMAL,LOW,HIGH,HIGH,HIGH,NORMAL,LOW
NORMAL,FALSE,FALSE,FALSE,HIGH,HIGH,FALSE,LOW,ZERO,LOW,?,NORMAL,NORMAL,NORMAL,LOW,ZERO,HIGH,NORMAL
NORMAL,FALSE,FALSE,FALSE,HIGH,HIGH,FALSE,LOW,NORMAL,LOW,NORMAL,?,LOW,NORMAL,ZERO,NORMAL,HIGH,HIGH
NORMAL,FALSE,FALSE,FALSE,HIGH,HIGH,FALSE,LOW,ZERO,LOW,NORMAL,NORMAL,NORMAL,NORMAL,LOW,LOW,HIGH,HIGH
HIGH,TRUE,FALSE,TRUE,HIGH,HIGH,FALSE,LOW,ZERO,LOW,NORMAL,?,NORMAL,NORMAL,LOW,ZERO,HIGH,HIGH
HIGH,FALSE,FALSE,FALSE,HIGH,HIGH,FALSE,LOW,ZERO,LOW,?,NORMAL,NORMAL,NORMAL,?,ZERO,HIGH,HIGH
HIGH,?,FALSE,FALSE,LOW,?,FALSE,LOW,HIGH,HIGH,HIGH,NORMAL,LOW,HIGH,HIGH,?,NORMAL,LOW
HIGH,?,FALSE,FALSE,HIGH,HIGH,FALSE,LOW,ZERO,LOW,NORMAL,NORMAL,LOW,NORMAL,LOW,ZERO,HIGH,HIGH
HIGH,TRUE,FALSE,FALSE,NORMAL,?,FALSE,LOW,ZERO,LOW,HIGH,NORMAL,HIGH,NORMAL,?,ZERO,HIGH,LOW
NORMAL,FALSE,FALSE,FALSE,HIGH,HIGH,FALSE,LOW,NORMAL,LOW,NORMAL,NORMAL,HIGH,NORMAL,LOW,ZERO,HIGH,HIGH
HIGH,TRUE,FALSE,FALSE,HIGH,?,?,LOW,HIGH,HIGH,NORMAL,NORMAL,HIGH,LOW,ZERO,HIGH,HIGH,NORMAL
NORMAL,FALSE,FALSE,FALSE,LOW,LOW,FALSE,LOW,HIGH,HIGH,NORMAL,?,HIGH,?,ZERO,HIGH,NORMAL,NORMAL
NORMAL,FALSE,FALSE,FALSE,HIGH,?,FALSE,?,ZERO,LOW,NORMAL,NORMAL,LOW,NORMAL,LOW,ZERO,?,HIGH
NORMAL,FALSE,FALSE,FALSE,?,HIGH,FALSE,LOW,ZERO,LOW,LOW,NORMAL,LOW,NORMAL,LOW,ZERO,?,HIGH
NORMAL,FALSE,FALSE,FALSE,LOW,LOW,FALSE,LOW,ZERO,LOW,NORMAL,NORMAL,LOW,NORMAL,LOW,ZERO,NORMAL,NORMAL
NORMAL,FALSE,FALSE,FALSE,NORMAL,NORMAL,?,LOW,ZERO,LOW,NORMAL,NORMAL,HIGH,NORMAL,?,ZERO,HIGH,HIGH
NORMAL,TRUE,FALSE,FALSE,HIGH,HIGH,FALSE,LOW,ZERO,LOW,?,NORMAL,NORMAL,NORMAL,LOW,ZERO,HIGH,HIGH
NORMAL,FALSE,FALSE,FALSE,HIGH,HIGH,FALSE,LOW,ZERO,LOW,?,NORMAL,LOW,NORMAL,LOW,ZERO,HIGH,HIGH
LOW,FALSE,TRUE,FALSE,NORMAL,HIGH,FALSE,LOW,HIGH,HIGH,NORMAL,NORMAL,HIGH,NORMAL,ZERO,HIGH,NORMAL,LOW
LOW,FALSE,FALSE,FALSE,LOW,LOW,FALSE,LOW,HIGH,HIGH,NORMAL,NORMAL,HIGH,NORMAL,ZERO,HIGH,NORMAL,NORMAL
HIGH,TRUE,?,FALSE,?,HIGH,FALSE,LOW,ZERO,LOW,HIGH,HIGH,LOW,NORMAL,LOW,ZERO,HIGH,LOW
NORMAL,FALSE,FALSE,FALSE,NORMAL,HIGH,FALSE,LOW,ZERO,LOW,LOW,NORMAL,HIGH,NORMAL,LOW,ZERO,HIGH,HIGH
NORMAL,TRUE,FALSE,TRUE,HIGH,HIGH,FALSE,LOW,HIGH,HIGH,NORMAL,NORMAL,HIGH,NORMAL,ZERO,HIGH,HIGH,LOW
NORMAL,FALSE,FALSE,FALSE,HIGH,LOW,FALSE,LOW,HIGH,HIGH,NORMAL,NORMAL,?,HIGH,?,HIGH,NORMAL,LOW
NORMAL,FALSE,FALSE,?,HIGH,HIGH,FALSE,LOW,ZERO,LOW,NORMAL,NORMAL,HIGH,NORMAL,LOW,ZERO,HIGH,HIGH
HIGH,TRUE,FALSE,FALSE,LOW,LOW,FALSE,LOW,ZERO,LOW,NORMAL,NORMAL,HIGH,NORMAL,LOW,ZERO,NORMAL,NORMAL
HIGH,TRUE,FALSE,FALSE,HIGH,HIGH,FALSE,?,ZERO,LOW,NORMAL,NORMAL,NORMAL,NORMAL,LOW,ZERO,HIGH,LOW
LOW,?,TRUE,FALSE,NORMAL,NORMAL,FALSE,LOW,ZERO,LOW,NORMAL,NORMAL,HIGH,NORMAL,ZERO,ZERO,HIGH,LOW
NORMAL,FALSE,FALSE,FALSE,HIGH,HIGH,FALSE,LOW,ZERO,LOW,NORMAL,NORMAL,HIGH,NORMAL,LOW,ZERO,HIGH,HIGH
NORMAL,FALSE,FALSE,FALSE,HIGH,HIGH,FALSE,LOW,ZERO,LOW,NORMAL,NORMAL,HIGH,NORMAL,LOW,ZERO,HIGH,HIGH
NORMAL,FALSE,FALSE,FALSE,LOW,LOW,FALSE,LOW,LOW,LOW,NORMAL,NORMAL,ZERO,NORMAL,ZERO,LOW,NORMAL,?
NORMAL,FALSE,FALSE,?,HIGH,HIGH,FALSE,LOW,ZERO,LOW,HIGH,NORMAL,HIGH,NORMAL,LOW,ZERO,HIGH,NORMAL
?FALSE,FALSE,FALSE,LOW,LOW,FALSE,LOW,HIGH,HIGH,NORMAL,NORMAL,LOW,HIGH,HIGH,HIGH,HIGH,NORMAL
??,FALSE,FALSE,?,LOW,FALSE,LOW,HIGH,HIGH,NORMAL,?,HIGH,NORMAL,?,HIGH,NORMAL,LOW
NORMAL,FALSE,TRUE,FALSE,NORMAL,NORMAL,FALSE,LOW,ZERO,LOW,NORMAL,NORMAL,HIGH,NORMAL,LOW,ZERO,HIGH,LOW
NORMAL,FALSE,FALSE,FALSE,NORMAL,NORMAL,FALSE,LOW,HIGH,HIGH,NORMAL,NORMAL,LOW,HIGH,HIGH,HIGH,HIGH,HIGH
NORMAL,FALSE,FALSE,TRUE,HIGH,HIGH,FALSE,LOW,ZERO,LOW,NORMAL,NORMAL,HIGH,NORMAL,LOW,ZERO,HIGH,HIGH
NORMAL,TRUE,FALSE,TRUE,HIGH,HIGH,FALSE,LOW,HIGH,NORMAL,NORMAL,NORMAL,HIGH,NORMAL,ZERO,HIGH,HIGH,NORMAL
NORMAL,FALSE,FALSE,FALSE,LOW,LOW,FALSE,HIGH,HIGH,LOW,NORMAL,?,HIGH,HIGH,HIGH,LOW,HIGH,NORMAL
NORMAL,FALSE,FALSE,?,HIGH,HIGH,FALSE,LOW,ZERO,LOW,NORMAL,NORMAL,LOW,NORMAL,LOW,ZERO,HIGH,HIGH
NORMAL,FALSE,FALSE,FALSE,HIGH,HIGH,FALSE,LOW,ZERO,LOW,NORMAL,NORMAL,LOW,NORMAL,LOW,ZERO,HIGH,HIGH
NORMAL,FALSE,FALSE,FALSE,HIGH,HIGH,?,HIGH,ZERO,LOW,NORMAL,NORMAL,HIGH,?,LOW,ZERO,HIGH,HIGH
LOW,FALSE,TRUE,FALSE,HIGH,HIGH,FALSE,?,ZERO,LOW,NORMAL,NORMAL,HIGH,NORMAL,LOW,ZERO,HIGH,LOW
NORMAL,FALSE,FALSE,FALSE,HIGH,HIGH,?,?,HIGH,HIGH,HIGH,HIGH,HIGH,NORMAL,ZERO,HIGH,HIGH,HIGH
HIGH,TRUE,FALSE,FALSE,LOW,LOW,FALSE,LOW,HIGH,HIGH,NORMAL,NORMAL,LOW,HIGH,HIGH,HIGH,NORMAL,NORMAL
LOW,FALSE,FALSE,FALSE,NORMAL,NORMAL,FALSE,LOW,ZERO,LOW,NORMAL,?,NORMAL,NORMAL,LOW,?,HIGH,HIGH
NORMAL,FALSE,FALSE,FALSE,HIGH,HIGH,FALSE,LOW,ZERO,LOW,NORMAL,NORMAL,LOW,NORMAL,LOW,ZERO,HIGH,HIGH
NORMAL,TRUE,FALSE,FALSE,LOW,LOW,FALSE,LOW,?,HIGH,NORMAL,NORMAL,HIGH,LOW,ZERO,HIGH,NORMAL,LOW
NORMAL,FALSE,FALSE,FALSE,HIGH,HIGH,FALSE,LOW,NORMAL,LOW,NORMAL,HIGH,HIGH,NORMAL,LOW,NORMAL,HIGH,HIGH
NORMAL,FALSE,FALSE,FALSE,LOW,LOW,FALSE,NORMAL,ZERO,LOW,NORMAL,NORMAL,HIGH,NORMAL,LOW,?,NORMAL,NORMAL
?FALSE,FALSE,FALSE,HIGH,HIGH,FALSE,ZERO,HIGH,HIGH,NORMAL,NORMAL,?,LOW,ZERO,HIGH,HIGH,HIGH
HIGH,FALSE,FALSE,FALSE,HIGH,HIGH,FALSE,LOW,ZERO,LOW,NORMAL,NORMAL,?,NORMAL,LOW,?,HIGH,?
?FALSE,FALSE,?,HIGH,HIGH,FALSE,LOW,ZERO,LOW,NORMAL,NORMAL,HIGH,NORMAL,LOW,NORMAL,HIGH,LOW
NORMAL,FALSE,FALSE,FALSE,HIGH,HIGH,?,LOW,ZERO,LOW,NORMAL,NORMAL,?,NORMAL,LOW,ZERO,HIGH,HIGH
NORMAL,FALSE,FALSE,FALSE,HIGH,HIGH,FALSE,LOW,?,LOW,HIGH,NORMAL,HIGH,NORMAL,LOW,ZERO,HIGH,HIGH
NORMAL,FALSE,FALSE,FALSE,HIGH,HIGH,FALSE,ZERO,ZERO,LOW,NORMAL,NORMAL,ZERO,NORMAL,LOW,ZERO,HIGH,HIGH
NORMAL,FALSE,FALSE,FALSE,HIGH,HIGH,FALSE,LOW,HIGH,HIGH,NORMAL,NORMAL,LOW,HIGH,HIGH,HIGH,HIGH,HIGH
NORMAL,FALSE,FALSE,FALSE,HIGH,HIGH,FALSE,ZERO,ZERO,LOW,NORMAL,NORMAL,HIGH,NORMAL,LOW,?,HIGH,HIGH
NORMAL,FALSE,FALSE,FALSE,HIGH,HIGH,FALSE,LOW,ZERO,LOW,NORMAL,NORMAL,LOW,?,LOW,ZERO,HIGH,HIGH
NORMAL,FALSE,FALSE,FALSE,HIGH,HIGH,FALSE,LOW,ZERO,LOW,NORMAL,NORMAL,?,NORMAL,LOW,ZERO,HIGH,HIGH
NORMAL,FALSE,FALSE,FALSE,HIGH,HIGH,FALSE,?,HIGH,HIGH,NORMAL,NORMAL,LOW,HIGH,HIGH,HIGH,HIGH,NORMAL
?FALSE,FALSE,FALSE,HIGH,HIGH,FALSE,LOW,ZERO,?,NORMAL,NORMAL,ZERO,NORMAL,LOW,ZERO,HIGH,HIGH
NORMAL,TRUE,FALSE,FALSE,LOW,LOW,FALSE,LOW,ZERO,LOW,NORMAL,NORMAL,LOW,NORMAL,LOW,ZERO,NORMAL,LOW
NORMAL,TRUE,FALSE,FALSE,NORMAL,NORMAL,FALSE,?,ZERO,LOW,NORMAL,NORMAL,HIGH,NORMAL,LOW,ZERO,HIGH,HIGH
NORMAL,TRUE,FALSE,FALSE,LOW,LOW,FALSE,LOW,HIGH,HIGH,NORMAL,NORMAL,HIGH,NORMAL,ZERO,HIGH,NORMAL,LOW
NORMAL,FALSE,FALSE,FALSE,LOW,LOW,FALSE,LOW,?,HIGH,NORMAL,NORMAL,HIGH,NORMAL,ZERO,HIGH,NORMAL,NORMAL
NORMAL,FALSE,FALSE,FALSE,LOW,LOW,FALSE,LOW,HIGH,HIGH,NORMAL,NORMAL,HIGH,NORMAL,ZERO,HIGH,NORMAL,LOW
NORMAL,FALSE,FALSE,?,LOW,LOW,FALSE,LOW,HIGH,HIGH,NORMAL,NORMAL,HIGH,NORMAL,ZERO,HIGH,NORMAL,NORMAL
NORMAL,TRUE,FALSE,TRUE,HIGH,HIGH,FALSE,LOW,ZERO,LOW,NORMAL,NORMAL,HIGH,NORMAL,LOW,ZERO,HIGH,LOW
NORMAL,TRUE,FALSE,FALSE,?,HIGH,FALSE,LOW,ZERO,?,NORMAL,NORMAL,HIGH,NORMAL,LOW,ZERO,HIGH,NORMAL
NORMAL,FALSE,FALSE,FALSE,NORMAL,NORMAL,FALSE,LOW,ZERO,LOW,NORMAL,NORMAL,LOW,NORMAL,LOW,ZERO,HIGH,LOW
HIGH,TRUE,FALSE,FALSE,NORMAL,NORMAL,FALSE,?,HIGH,HIGH,LOW,NORMAL,LOW,HIGH,?,HIGH,HIGH,NORMAL
NORMAL,FALSE,FALSE,FALSE,HIGH,HIGH,FALSE,LOW,ZERO,LOW,NORMAL,NORMAL,HIGH,NORMAL,LOW,ZERO,HIGH,NORMAL
NORMAL,FALSE,FALSE,FALSE,HIGH,HIGH,FALSE,LOW,ZERO,LOW,NORMAL,NORMAL,HIGH,NORMAL,LOW,ZERO,HIGH,HIGH
NORMAL,FALSE,FALSE,FALSE,HIGH,HIGH,FALSE,LOW,ZERO,LOW,NORMAL,HIGH,HIGH,NORMAL,LOW,ZERO,?,HIGH
NORMAL,FALSE,FALSE,FALSE,HIGH,HIGH,FALSE,LOW,ZERO,LOW,NORMAL,NORMAL,HIGH,NORMAL,LOW,ZERO,HIGH,?
NORMAL,FALSE,FALSE,FALSE,HIGH,HIGH,FALSE,NORMAL,ZERO,LOW,NORMAL,HIGH,HIGH,NORMAL,LOW,LOW,HIGH,HIGH
NORMAL,FALSE,FALSE,FALSE,HIGH,HIGH,FALSE,LOW,ZERO,LOW,NORMAL,NORMAL,HIGH,NORMAL,ZERO,ZERO,HIGH,HIGH
NORMAL,FALSE,FALSE,TRUE,HIGH,HIGH,?,LOW,ZERO,NORMAL,NORMAL,?,HIGH,NORMAL,LOW,ZERO,HIGH,LOW
NORMAL,FALSE,FALSE,FALSE,HIGH,HIGH,FALSE,LOW,ZERO,LOW,NORMAL,NORMAL,NORMAL,NORMAL,LOW,ZERO,HIGH,HIGH
NORMAL,FALSE,FALSE,?,HIGH,HIGH,FALSE,LOW,ZERO,LOW,NORMAL,NORMAL,?,NORMAL,LOW,ZERO,HIGH,HIGH
NORMAL,FALSE,FALSE,FALSE,HIGH,HIGH,FALSE,LOW,HIGH,HIGH,NORMAL,NORMAL,HIGH,NORMAL,ZERO,HIGH,HIGH,HIGH
NORMAL,FALSE,FALSE,FALSE,HIGH,HIGH,?,LOW,ZERO,LOW,NORMAL,NORMAL,LOW,NORMAL,LOW,ZERO,HIGH,HIGH
NORMAL,FALSE,?,FALSE,HIGH,HIGH,FALSE,LOW,HIGH,HIGH,NORMAL,NORMAL,HIGH,?,ZERO,HIGH,?,LOW
NORMAL,FALSE,FALSE,FALSE,HIGH,HIGH,FALSE,HIGH,LOW,LOW,NORMAL,NORMAL,HIGH,HIGH,NORMAL,LOW,HIGH,HIGH
LOW,FALSE,TRUE,FALSE,LOW,LOW,FALSE,LOW,ZERO,LOW,NORMAL,NORMAL,HIGH,NORMAL,LOW,ZERO,HIGH,NORMAL
NORMAL,FALSE,FALSE,FALSE,HIGH,HIGH,FALSE,LOW,ZERO,?,NORMAL,NORMAL,HIGH,NORMAL,?,ZERO,HIGH,?
NORMAL,FALSE,FALSE,FALSE,HIGH,HIGH,FALSE,LOW,ZERO,LOW,NORMAL,NORMAL,HIGH,LOW,ZERO,ZERO,HIGH,HIGH
NORMAL,?,FALSE,FALSE,HIGH,HIGH,FALSE,LOW,HIGH,HIGH,NORMAL,NORMAL,HIGH,NORMAL,ZERO,HIGH,HIGH,HIGH
NORMAL,FALSE,FALSE,FALSE,HIGH,LOW,FALSE,LOW,ZERO,LOW,NORMAL,NORMAL,NORMAL,NORMAL,LOW,?,HIGH,LOW
NORMAL,FALSE,FALSE,FALSE,LOW,LOW,FALSE,LOW,ZERO,LOW,NORMAL,NORMAL,NORMAL,NORMAL,LOW,ZERO,NORMAL,NORMAL
NORMAL,FALSE,FALSE,FALSE,HIGH,HIGH,FALSE,LOW,ZERO,LOW,NORMAL,NORMAL,NORMAL,NORMAL,LOW,ZERO,HIGH,HIGH
NORMAL,FALSE,FALSE,FALSE,HIGH,HIGH,FALSE,LOW,HIGH,HIGH,NORMAL,NORMAL,NORMAL,HIGH,HIGH,HIGH,HIGH,HIGH
NORMAL,FALSE,FALSE,FALSE,NORMAL,LOW,FALSE,LOW,ZERO,LOW,NORMAL,?,LOW,NORMAL,LOW,ZERO,HIGH,LOW
NORMAL,FALSE,FALSE,FALSE,HIGH,HIGH,FALSE,HIGH,LOW,LOW,LOW,NORMAL,NORMAL,NORMAL,LOW,LOW,HIGH,HIGH
HIGH,FALSE,FALSE,FALSE,?,HIGH,FALSE,LOW,ZERO,LOW,NORMAL,NORMAL,LOW,NORMAL,LOW,ZERO,HIGH,HIGH
NORMAL,TRUE,FALSE,TRUE,LOW,LOW,FALSE,?,ZERO,LOW,NORMAL,NORMAL,HIGH,NORMAL,LOW,ZERO,HIGH,LOW
NORMAL,FALSE,FALSE,FALSE,NORMAL,NORMAL,FALSE,LOW,ZERO,LOW,NORMAL,NORMAL,NORMAL,?,LOW,ZERO,HIGH,HIGH
LOW,TRUE,FALSE,FALSE,HIGH,HIGH,FALSE,LOW,ZERO,LOW,NORMAL,NORMAL,HIGH,NORMAL,LOW,ZERO,HIGH,HIGH
NORMAL,FALSE,FALSE,FALSE,NORMAL,NORMAL,FALSE,LOW,ZERO,LOW,NORMAL,NORMAL,ZERO,NORMAL,ZERO,ZERO,HIGH,HIGH
?FALSE,FALSE,FALSE,HIGH,HIGH,FALSE,LOW,ZERO,?,NORMAL,NORMAL,NORMAL,NORMAL,LOW,ZERO,HIGH,HIGH
HIGH,TRUE,FALSE,FALSE,LOW,NORMAL,FALSE,NORMAL,ZERO,LOW,NORMAL,NORMAL,LOW,NORMAL,LOW,ZERO,NORMAL,LOW
HIGH,TRUE,FALSE,FALSE,HIGH,HIGH,FALSE,LOW,ZERO,LOW,NORMAL,NORMAL,NORMAL,NORMAL,LOW,ZERO,HIGH,HIGH
LOW,FALSE,FALSE,FALSE,HIGH,HIGH,FALSE,ZERO,HIGH,LOW,NORMAL,NORMAL,?,NORMAL,HIGH,NORMAL,HIGH,HIGH
?FALSE,FALSE,FALSE,HIGH,HIGH,FALSE,LOW,ZERO,LOW,NORMAL,NORMAL,NORMAL,?,LOW,ZERO,HIGH,HIGH
HIGH,TRUE,FALSE,FALSE,?,LOW,FALSE,LOW,?,LOW,NORMAL,NORMAL,NORMAL,NORMAL,LOW,ZERO,NORMAL,LOW
LOW,FALSE,TRUE,FALSE,HIGH,HIGH,FALSE,LOW,ZERO,LOW,?,NORMAL,NORMAL,NORMAL,LOW,ZERO,HIGH,LOW
LOW,FALSE,TRUE,FALSE,HIGH,HIGH,FALSE,LOW,ZERO,LOW,LOW,NORMAL,HIGH,NORMAL,LOW,ZERO,HIGH,LOW
HIGH,TRUE,FALSE,FALSE,LOW,LOW,FALSE,LOW,ZERO,LOW,LOW,NORMAL,HIGH,NORMAL,LOW,ZERO,HIGH,LOW
NORMAL,FALSE,FALSE,FALSE,HIGH,HIGH,FALSE,LOW,ZERO,LOW,NORMAL,NORMAL,NORMAL,NORMAL,LOW,ZERO,?,HIGH
NORMAL,FALSE,FALSE,?,HIGH,HIGH,FALSE,LOW,ZERO,LOW,NORMAL,NORMAL,?,NORMAL,LOW,ZERO,HIGH,HIGH
NORMAL,?,FALSE,FALSE,HIGH,?,FALSE,LOW,ZERO,LOW,NORMAL,NORMAL,HIGH,NORMAL,LOW,ZERO,HIGH,LOW
?FALSE,FALSE,FALSE,HIGH,HIGH,FALSE,LOW,ZERO,?,NORMAL,HIGH,NORMAL,?,LOW,ZERO,HIGH,HIGH
NORMAL,FALSE,?,FALSE,HIGH,HIGH,FALSE,LOW,ZERO,?,NORMAL,NORMAL,ZERO,NORMAL,LOW,ZERO,HIGH,HIGH
NORMAL,?,FALSE,FALSE,HIGH,NORMAL,FALSE,?,ZERO,LOW,NORMAL,NORMAL,HIGH,NORMAL,ZERO,ZERO,HIGH,HIGH
NORMAL,FALSE,FALSE,?,?,NORMAL,FALSE,LOW,ZERO,LOW,NORMAL,NORMAL,HIGH,NORMAL,ZERO,ZERO,HIGH,HIGH
LOW,?,FALSE,FALSE,HIGH,HIGH,FALSE,LOW,NORMAL,LOW,NORMAL,HIGH,LOW,NORMAL,ZERO,NORMAL,HIGH,HIGH
HIGH,TRUE,FALSE,FALSE,HIGH,HIGH,FALSE,LOW,ZERO,LOW,NORMAL,NORMAL,NORMAL,NORMAL,LOW,ZERO,HIGH,LOW
NORMAL,FALSE,FALSE,FALSE,NORMAL,NORMAL,FALSE,LOW,ZERO,LOW,NORMAL,NORMAL,HIGH,NORMAL,LOW,ZERO,HIGH,HIGH
NORMAL,FALSE,FALSE,FALSE,HIGH,HIGH,FALSE,LOW,ZERO,LOW,NORMAL,NORMAL,?,NORMAL,LOW,ZERO,HIGH,HIGH
NORMAL,?,TRUE,FALSE,NORMAL,NORMAL,FALSE,LOW,ZERO,LOW,NORMAL,?,LOW,NORMAL,LOW,ZERO,HIGH,LOW
NORMAL,FALSE,FALSE,FALSE,LOW,LOW,FALSE,LOW,HIGH,HIGH,NORMAL,NORMAL,LOW,NORMAL,HIGH,HIGH,NORMAL,NORMAL
NORMAL,FALSE,FALSE,FALSE,NORMAL,NORMAL,?,LOW,ZERO,LOW,NORMAL,NORMAL,HIGH,NORMAL,LOW,ZERO,HIGH,HIGH
LOW,FALSE,TRUE,FALSE,LOW,LOW,FALSE,LOW,NORMAL,LOW,NORMAL,HIGH,LOW,NORMAL,ZERO,NORMAL,?,LOW
LOW,FALSE,FALSE,?,HIGH,HIGH,FALSE,?,ZERO,LOW,?,HIGH,HIGH,NORMAL,LOW,ZERO,HIGH,HIGH
LOW,TRUE,TRUE,FALSE,HIGH,?,FALSE,LOW,ZERO,LOW,NORMAL,NORMAL,LOW,NORMAL,LOW,ZERO,HIGH,?
NORMAL,FALSE,FALSE,FALSE,HIGH,HIGH,FALSE,LOW,HIGH,?,NORMAL,NORMAL,LOW,HIGH,HIGH,HIGH,HIGH,HIGH
HIGH,FALSE,FALSE,FALSE,LOW,LOW,FALSE,LOW,ZERO,LOW,NORMAL,NORMAL,NORMAL,NORMAL,LOW,ZERO,HIGH,NORMAL
NORMAL,FALSE,FALSE,FALSE,HIGH,HIGH,FALSE,LOW,ZERO,LOW,NORMAL,NORMAL,NORMAL,NORMAL,LOW,ZERO,HIGH,HIGH
NORMAL,FALSE,FALSE,FALSE,HIGH,HIGH,FALSE,LOW,ZERO,LOW,?,NORMAL,NORMAL,NORMAL,LOW,ZERO,HIGH,HIGH
NORMAL,FALSE,FALSE,FALSE,LOW,LOW,FALSE,LOW,ZERO,LOW,NORMAL,NORMAL,?,NORMAL,LOW,ZERO,HIGH,NORMAL
NORMAL,FALSE,?,FALSE,HIGH,HIGH,FALSE,LOW,ZERO,?,LOW,NORMAL,HIGH,NORMAL,LOW,ZERO,HIGH,HIGH
NORMAL,FALSE,FALSE,FALSE,?,HIGH,FALSE,LOW,HIGH,HIGH,NORMAL,NORMAL,HIGH,NORMAL,ZERO,HIGH,HIGH,HIGH
NORMAL,FALSE,FALSE,FALSE,HIGH,HIGH,FALSE,ZERO,HIGH,HIGH,?,NORMAL,HIGH,?,ZERO,HIGH,HIGH,HIGH
NORMAL,FALSE,FALSE,FALSE,LOW,?,FALSE,LOW,ZERO,LOW,?,NORMAL,NORMAL,NORMAL,LOW,ZERO,HIGH,NORMAL
NORMAL,TRUE,FALSE,FALSE,HIGH,HIGH,FALSE,LOW,ZERO,LOW,NORMAL,NORMAL,HIGH,NORMAL,ZERO,ZERO,HIGH,HIGH
LOW,FALSE,FALSE,FALSE,HIGH,HIGH,FALSE,LOW,ZERO,LOW,NORMAL,NORMAL,NORMAL,NORMAL,LOW,ZERO,HIGH,HIGH
NORMAL,FALSE,FALSE,FALSE,HIGH,HIGH,FALSE,LOW,ZERO,LOW,NORMAL,NORMAL,LOW,NORMAL,LOW,ZERO,HIGH,HIGH
NORMAL,FALSE,FALSE,FALSE,HIGH,HIGH,FALSE,LOW,ZERO,LOW,?,NORMAL,LOW,NORMAL,LOW,ZERO,HIGH,HIGH
HIGH,FALSE,FALSE,FALSE,HIGH,HIGH,FALSE,LOW,HIGH,HIGH,NORMAL,NORMAL,HIGH,NORMAL,ZERO,HIGH,HIGH,HIGH
NORMAL,FALSE,FALSE,FALSE,LOW,LOW,FALSE,LOW,NORMAL,LOW,LOW,HIGH,LOW,NORMAL,ZERO,NORMAL,HIGH,NORMAL
LOW,FALSE,TRUE,FALSE,HIGH,HIGH,FALSE,LOW,ZERO,LOW,NORMAL,NORMAL,NORMAL,NORMAL,LOW,ZERO,HIGH,NORMAL
LOW,FALSE,TRUE,FALSE,HIGH,HIGH,FALSE,LOW,NORMAL,LOW,NORMAL,HIGH,HIGH,NORMAL,LOW,NORMAL,HIGH,LOW
NORMAL,FALSE,FALSE,FALSE,NORMAL,NORMAL,FALSE,LOW,HIGH,HIGH,NORMAL,NORMAL,HIGH,?,ZERO,HIGH,NORMAL,NORMAL
HIGH,FALSE,FALSE,FALSE,HIGH,?,FALSE,?,ZERO,?,HIGH,NORMAL,HIGH,NORMAL,LOW,?,HIGH,HIGH
NORMAL,TRUE,FALSE,FALSE,NORMAL,NORMAL,FALSE,NORMAL,HIGH,NORMAL,NORMAL,NORMAL,LOW,HIGH,HIGH,HIGH,HIGH,?
